9.144695997238159180e-01,2.838155925273895264e-01,8.251358866691589355e-01,1.524972021579742432e-01,6.855386495590209961e-01,5.281711816787719727e-01,3.238289952278137207e-01,1.064538121223449707e+00,1.331804156303405762e+00,7.041896581649780273e-01,1.966301649808883667e-01,1.254924386739730835e-01,-4.007557407021522522e-02,-1.051494479179382324e-01,1.867657899856567383e-01,9.991613626480102539e-01,6.635718345642089844e-01,1.484652161598205566e-01,6.931293606758117676e-01,3.187300860881805420e-01,7.487834095954895020e-01,5.933331847190856934e-01,4.926526248455047607e-01,3.538790941238403320e-01,2.533523440361022949e-01,1.160846948623657227e+00,3.608262538909912109e-02,3.824624419212341309e-01,5.084111690521240234e-01,2.771833837032318115e-01,8.745156526565551758e-01,-8.364020287990570068e-02,6.587569117546081543e-01,4.593990445137023926e-01,-3.265485465526580811e-01,2.782120108604431152e-01,3.781986236572265625e-01,4.156791605055332184e-03,5.757904648780822754e-01,3.311973512172698975e-01
3.764369785785675049e-01,5.642370581626892090e-01,5.646760463714599609e-01,8.572067022323608398e-01,4.652886390686035156e-01,4.529562890529632568e-01,9.171712398529052734e-01,6.933172345161437988e-01,6.191478371620178223e-01,8.503798395395278931e-02,5.478534474968910217e-02,9.993561506271362305e-01,7.961036562919616699e-01,5.725063681602478027e-01,6.246824860572814941e-01,4.894163906574249268e-01,4.216148555278778076e-01,7.303649783134460449e-01,9.752488136291503906e-01,6.112249493598937988e-01,3.922886848449707031e-01,7.457058429718017578e-01,1.212479352951049805e+00,8.079599738121032715e-01,4.041006863117218018e-01,1.062852740287780762e+00,8.498216271400451660e-01,8.750850558280944824e-01,5.379853248596191406e-01,3.889871239662170410e-01,8.794149160385131836e-01,2.040774673223495483e-01,9.373914003372192383e-01,2.826535105705261230e-01,4.158643633127212524e-02,5.317306146025657654e-03,2.915047407150268555e-01,7.186169028282165527e-01,8.790671825408935547e-01,3.935295045375823975e-01
9.378651380538940430e-01,6.267746090888977051e-01,2.810873687267303467e-01,7.726786732673645020e-01,8.084735274314880371e-01,6.137077808380126953e-01,7.121683359146118164e-01,6.629595756530761719e-01,8.612923026084899902e-01,1.032772779464721680e+00,5.010773539543151855e-01,4.082466959953308105e-01,5.707820057868957520e-01,8.458986878395080566e-01,1.860952526330947876e-01,4.578644037246704102e-01,5.277190208435058594e-01,6.423782706260681152e-01,-8.435783535242080688e-02,-2.702169818803668022e-03,5.698675513267517090e-01,1.463738083839416504e+00,8.213293552398681641e-01,1.210065245628356934e+00,5.182508006691932678e-02,-5.600043758749961853e-02,1.661728769540786743e-01,1.912214756011962891e-01,1.167502641677856445e+00,7.869775891304016113e-01,2.001227140426635742e-01,4.011229276657104492e-01,1.972275376319885254e-01,7.657665014266967773e-01,1.004671931266784668e+00,6.192041039466857910e-01,1.254523634910583496e+00,4.618060886859893799e-01,6.740592122077941895e-01,1.563691534101963043e-02
5.646492838859558105e-01,1.055062532424926758e+00,1.929986178874969482e-01,3.719075918197631836e-01,7.609416842460632324e-01,4.049889147281646729e-01,1.399521082639694214e-01,4.389541149139404297e-01,5.934690833091735840e-01,1.172293722629547119e-01,5.792881846427917480e-01,1.035792112350463867e+00,4.855340421199798584e-01,1.158772110939025879e+00,2.518376708030700684e-01,1.054991483688354492e+00,9.679166674613952637e-01,7.124153971672058105e-01,5.126093029975891113e-01,9.576058983802795410e-01,3.814251422882080078e-01,7.704411745071411133e-01,8.409451246261596680e-01,5.205011963844299316e-01,6.406509280204772949e-01,3.832008242607116699e-01,1.086955443024635315e-01,8.471547961235046387e-01,8.341205716133117676e-01,3.206771016120910645e-01,7.279463410377502441e-01,2.673924565315246582e-01,3.905649483203887939e-01,4.451895356178283691e-01,7.341111898422241211e-01,4.446395039558410645e-01,8.532055020332336426e-01,4.800352826714515686e-02,1.793439090251922607e-01,-2.669414877891540527e-01
-2.211506664752960205e-01,5.830489993095397949e-01,2.919538319110870361e-01,1.567096561193466187e-01,8.847009539604187012e-01,5.536956787109375000e-01,5.850654095411300659e-02,2.841614186763763428e-01,8.972411602735519409e-02,1.153941869735717773e+00,1.047514438629150391e+00,7.385095953941345215e-01,7.194863557815551758e-01,4.115912616252899170e-01,1.263338029384613037e-01,3.259458541870117188e-01,5.436331629753112793e-01,4.088456928730010986e-01,1.949933469295501709e-01,-1.682735234498977661e-01,8.415806293487548828e-01,3.978563249111175537e-01,5.554431676864624023e-01,1.058722019195556641e+00,6.523939967155456543e-01,5.518028140068054199e-01,8.251587152481079102e-01,4.074216187000274658e-01,6.558710336685180664e-01,1.113192215561866760e-01,1.079837918281555176e+00,5.583877488970756531e-02,1.871843934059143066e-01,3.180599808692932129e-01,3.995857238769531250e-01,9.618546366691589355e-01,8.222411274909973145e-01,2.217363715171813965e-01,6.253033876419067383e-01,1.477179229259490967e-01
4.354129731655120850e-01,1.029432058334350586e+00,9.112484455108642578e-01,8.747933506965637207e-01,5.806979537010192871e-01,9.940298199653625488e-01,4.579068124294281006e-01,2.650659680366516113e-01,5.263823270797729492e-01,8.274801969528198242e-01,2.398894280195236206e-01,1.041736006736755371e+00,6.896020770072937012e-01,9.866214543581008911e-02,2.713100314140319824e-01,-7.278005033731460571e-02,7.042918801307678223e-01,7.327833771705627441e-02,-1.303448975086212158e-01,8.874839544296264648e-01,7.296375632286071777e-01,-1.826501041650772095e-01,7.624537944793701172e-01,-9.225960820913314819e-02,5.704652070999145508e-01,5.463354587554931641e-01,5.621934533119201660e-01,7.747462987899780273e-01,4.015134871006011963e-01,5.295990109443664551e-01,1.071329832077026367e+00,1.108568534255027771e-01,1.069371253252029419e-01,7.787725329399108887e-01,5.816233530640602112e-02,7.597706317901611328e-01,8.354606628417968750e-01,6.317296624183654785e-01,-1.542147397994995117e-01,5.959759354591369629e-01
8.387291431427001953e-02,1.613253653049468994e-01,4.136175513267517090e-01,9.740918874740600586e-01,7.620444893836975098e-01,6.236110925674438477e-01,-2.076152153313159943e-02,1.106978178024291992e+00,3.963134884834289551e-01,7.936869859695434570e-01,1.031576306559145451e-03,8.427375555038452148e-02,4.675445556640625000e-01,2.721172273159027100e-01,6.214233040809631348e-01,8.429484367370605469e-01,6.913493871688842773e-01,2.786046564579010010e-01,1.804430186748504639e-01,-1.163551509380340576e-01,5.895580649375915527e-01,2.992627210915088654e-02,4.638348221778869629e-01,3.264757692813873291e-01,7.834771275520324707e-02,2.343245036900043488e-02,2.526055648922920227e-02,9.374605417251586914e-01,7.198984026908874512e-01,5.933817028999328613e-01,-7.728947699069976807e-02,3.592512905597686768e-01,7.762131094932556152e-01,4.589120745658874512e-01,6.366439461708068848e-01,7.040544152259826660e-01,4.942140281200408936e-01,2.883931100368499756e-01,3.033014386892318726e-02,-2.130741328001022339e-01
5.484003424644470215e-01,1.454976350069046021e-01,7.962481379508972168e-01,-2.453160285949707031e-02,-1.148633509874343872e-01,5.216548591852188110e-02,6.062117964029312134e-02,4.116487801074981689e-01,4.502112269401550293e-01,-2.346907928586006165e-02,1.400027126073837280e-01,7.865527272224426270e-01,1.055052876472473145e+00,2.284171730279922485e-01,4.243189692497253418e-01,1.430114358663558960e-01,3.756455779075622559e-01,6.702969074249267578e-01,4.212798774242401123e-01,6.528847217559814453e-01,8.194730281829833984e-01,4.374806303530931473e-03,3.002030849456787109e-01,6.867212057113647461e-01,1.074790716171264648e+00,8.621827960014343262e-01,5.226101279258728027e-01,3.189065158367156982e-01,2.285593152046203613e-01,8.275529742240905762e-01,4.215996563434600830e-01,2.308933585882186890e-01,5.815815329551696777e-01,7.774940133094787598e-01,1.585173904895782471e-01,8.070851564407348633e-01,9.249500632286071777e-01,2.056252509355545044e-01,1.238784566521644592e-01,6.614324450492858887e-01
-1.883388161659240723e-01,1.875515580177307129e-01,6.755872368812561035e-01,8.726348280906677246e-01,9.781634807586669922e-01,1.949449777603149414e-01,4.876636266708374023e-01,3.037942051887512207e-01,5.349242687225341797e-01,9.963709115982055664e-01,-1.801445484161376953e-01,6.239133477210998535e-01,1.191721633076667786e-01,4.323772192001342773e-01,5.679430961608886719e-01,4.761776030063629150e-01,-6.260921061038970947e-02,3.008242249488830566e-01,7.960506677627563477e-01,3.707269728183746338e-01,2.762887179851531982e-01,2.925205528736114502e-01,2.198279798030853271e-01,6.340467929840087891e-01,2.875629961490631104e-01,1.003536224365234375e+00,2.940384149551391602e-01,-6.124262511730194092e-02,9.935030341148376465e-01,2.866659462451934814e-01,2.115876674652099609e-01,5.420951843261718750e-01,5.584771633148193359e-01,1.082286015152931213e-01,1.557432711124420166e-01,1.705761253833770752e-01,-8.102216571569442749e-02,4.276821017265319824e-01,1.085972189903259277e+00,2.974356710910797119e-01
3.773493170738220215e-01,8.767881989479064941e-01,9.305059313774108887e-01,7.894766926765441895e-01,3.625275790691375732e-01,3.286804258823394775e-01,2.749988138675689697e-01,9.028945565223693848e-01,2.873757183551788330e-01,1.013405919075012207e+00,3.144925832748413086e-01,7.316052317619323730e-01,4.827081561088562012e-01,1.816041320562362671e-01,2.265769541263580322e-01,9.755282998085021973e-01,2.483986020088195801e-01,2.774308621883392334e-01,2.470144778490066528e-01,6.211667656898498535e-01,5.844567343592643738e-02,9.883443713188171387e-01,5.952076911926269531e-01,3.664203584194183350e-01,4.371714890003204346e-01,5.263457074761390686e-02,6.513679027557373047e-01,1.068549871444702148e+00,3.237708806991577148e-01,7.066487073898315430e-01,1.785115748643875122e-01,3.741770237684249878e-02,6.931369304656982422e-01,4.519875943660736084e-01,8.286969065666198730e-01,4.436842203140258789e-01,-1.947316676378250122e-01,5.881636142730712891e-01,3.760127425193786621e-01,9.348029494285583496e-01
