9.777210950851440430e-01,9.719331264495849609e-01,2.976042032241821289e-01,5.673119425773620605e-01,4.804365038871765137e-01,5.068442597985267639e-02,1.161132529377937317e-01,8.196808099746704102e-01,5.098133683204650879e-01,3.186031877994537354e-01
7.411041110754013062e-02,3.545066416263580322e-01,7.221825718879699707e-01,1.929161101579666138e-01,3.590628504753112793e-01,4.227911233901977539e-01,2.405229806900024414e-01,2.469910234212875366e-01,3.991243839263916016e-01,4.552801549434661865e-01
7.890626788139343262e-01,1.071603059768676758e+00,-3.766118362545967102e-02,5.814169049263000488e-01,-5.378434062004089355e-02,6.497543454170227051e-01,4.589013457298278809e-01,1.892975568771362305e-01,1.821825504302978516e-01,5.219810009002685547e-01
5.525659918785095215e-01,-2.537742257118225098e-02,-1.202370896935462952e-01,-4.822618514299392700e-02,3.785293400287628174e-01,2.568906545639038086e-01,8.403515219688415527e-01,1.218108654022216797e+00,2.095181941986083984e-01,6.993302106857299805e-01
2.525904178619384766e-01,5.408791899681091309e-01,9.666731357574462891e-01,3.198325634002685547e-01,8.358744978904724121e-01,4.188914895057678223e-01,-1.455065794289112091e-02,1.752430796623229980e-01,2.489963024854660034e-01,2.370962649583816528e-01
6.297085434198379517e-02,4.979652166366577148e-01,7.950340509414672852e-01,5.291183590888977051e-01,2.065275311470031738e-01,5.808564424514770508e-01,3.073764443397521973e-01,7.237530946731567383e-01,1.003618836402893066e+00,7.921579480171203613e-01
1.257121443748474121e+00,4.822851717472076416e-01,7.172001004219055176e-01,9.836674928665161133e-01,1.342479735612869263e-01,1.272772073745727539e+00,-3.239425420761108398e-01,1.024510502815246582e+00,8.022123575210571289e-02,5.307349562644958496e-01
4.763209223747253418e-01,1.038452744483947754e+00,3.714582026004791260e-01,7.038624882698059082e-01,1.516637206077575684e-01,3.031274676322937012e-01,1.042514324188232422e+00,7.605215311050415039e-01,5.036806464195251465e-01,3.515840768814086914e-01
-5.697553604841232300e-02,2.137104272842407227e-01,5.991396903991699219e-01,6.947847008705139160e-01,5.200600624084472656e-01,9.745607972145080566e-01,7.654960155487060547e-01,5.507047772407531738e-01,5.774634480476379395e-01,4.250476360321044922e-01
9.602243453264236450e-02,1.969582289457321167e-01,5.947670340538024902e-02,9.434921741485595703e-01,7.384347915649414062e-01,3.821013867855072021e-01,3.097622692584991455e-01,5.333167910575866699e-01,4.208957552909851074e-01,5.746484994888305664e-01
6.824699044227600098e-01,4.845492541790008545e-01,1.233104914426803589e-01,2.275874465703964233e-01,3.409550786018371582e-01,1.824558079242706299e-01,5.693991780281066895e-01,5.321123003959655762e-01,1.358478665351867676e+00,1.019991159439086914e+00
5.034561455249786377e-02,6.329872012138366699e-01,-6.925293710082769394e-03,6.954464912414550781e-01,6.613845825195312500e-01,6.707478761672973633e-01,6.651274561882019043e-01,1.245789006352424622e-01,4.265253543853759766e-01,2.258781157433986664e-02
9.026263952255249023e-01,-1.498836725950241089e-01,3.248657584190368652e-01,4.441458284854888916e-01,9.540148079395294189e-02,8.033125996589660645e-01,8.414851427078247070e-01,3.530874252319335938e-01,2.676238417625427246e-01,3.697059452533721924e-01
7.902536392211914062e-01,3.727511465549468994e-01,4.498111009597778320e-01,8.035907745361328125e-01,3.270717561244964600e-01,-1.525915712118148804e-01,2.695410847663879395e-01,6.003917455673217773e-01,3.404108881950378418e-01,5.472932010889053345e-02
9.479776620864868164e-01,1.028590917587280273e+00,5.141336321830749512e-01,9.417535364627838135e-02,-2.572840452194213867e-01,6.732866168022155762e-01,1.000834822654724121e+00,6.297166943550109863e-01,7.780809402465820312e-01,7.164121270179748535e-01
5.813545584678649902e-01,3.591216802597045898e-01,-1.336465775966644287e-02,7.815631628036499023e-01,6.500643491744995117e-01,5.959767103195190430e-01,-2.388675697147846222e-02,1.420077085494995117e-01,6.687226295471191406e-01,8.405020236968994141e-01
4.991185367107391357e-01,2.600486278533935547e-01,1.627947390079498291e-02,3.598547875881195068e-01,1.024815440177917480e+00,2.735020220279693604e-01,7.773711085319519043e-01,6.233608126640319824e-01,3.373143076896667480e-01,6.122505664825439453e-01
1.115043878555297852e+00,9.856686592102050781e-01,6.457069516181945801e-01,3.137530386447906494e-01,-8.946372568607330322e-02,3.758391439914703369e-01,1.220132470130920410e+00,8.204112648963928223e-01,1.675745546817779541e-01,5.587486624717712402e-01
2.266538441181182861e-01,5.885562896728515625e-01,5.815831571817398071e-02,4.110802412033081055e-01,3.160362243652343750e-01,1.329206824302673340e-01,6.262249350547790527e-01,7.814506888389587402e-01,1.529998183250427246e-01,8.427990674972534180e-01
6.876464486122131348e-01,1.262960135936737061e-01,1.061536967754364014e-01,2.424100041389465332e-01,-5.937275663018226624e-02,9.907613992691040039e-01,7.767966389656066895e-02,2.728096842765808105e-01,2.206595242023468018e-01,2.419690638780593872e-01
6.397088766098022461e-01,7.844470143318176270e-01,6.613872647285461426e-01,-4.587724432349205017e-02,2.359937131404876709e-01,5.126850605010986328e-01,5.281309485435485840e-01,9.154412746429443359e-01,7.645480036735534668e-01,5.581513643264770508e-01
1.139933466911315918e-01,-6.479482166469097137e-03,4.093239009380340576e-01,9.711139202117919922e-01,6.599662452936172485e-02,-2.995534334331750870e-03,6.377226710319519043e-01,4.612312316894531250e-01,1.129242181777954102e+00,1.662537753582000732e-01
1.730031371116638184e-01,2.542818188667297363e-01,1.577154397964477539e-01,8.369618058204650879e-01,4.677981138229370117e-01,6.371618509292602539e-01,7.371497750282287598e-01,3.826089501380920410e-01,1.128157854080200195e+00,8.229860067367553711e-01
